date,location_key,country_code,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,new_recovered,cumulative_recovered,doses_per_capita,population_age_00_19,population_age_20_39,population_age_40_59,population_age_60_79,population_age_00_19_vacunados,population_age_20_39_vacunados,population_age_40_59_vacunados,population_age_60_79_vacunados,population_age_80_and_older_vacunados
2021-01-02,AR,AR,Argentina,7767.0,166.0,1670634.0,46688.0,20334.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.740741,18.098765,33.962963,0.0,43.58135,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.00045248292830466527,13764384.0,12207806.0,8419068.0,4731808.0,6228,5523,3809,2141,449
2021-01-03,AR,AR,Argentina,4934.0,157.0,1675568.0,46845.0,20529.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.95679,17.950617,33.45679,13.1445,74.880846,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0004568221714943677,13764384.0,12207806.0,8419068.0,4731808.0,6287,5576,3846,2161,454
2021-01-04,AR,AR,Argentina,13953.0,157.0,1689521.0,47002.0,25164.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.894444,18.072222,30.244444,1.4986,60.805923,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0005599626442342184,13764384.0,12207806.0,8419068.0,4731808.0,7707,6835,4714,2649,556
2021-01-05,AR,AR,Argentina,14085.0,160.0,1703606.0,47162.0,29852.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.104938,16.135802,30.685185,8.28675,72.972595,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.000664282501020501,13764384.0,12207806.0,8419068.0,4731808.0,9143,8109,5592,3143,660
2021-01-06,AR,AR,Argentina,14496.0,131.0,1718102.0,47293.0,34162.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.919753,13.290123,26.580247,5.108222,52.241997,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0007601909017775142,13764384.0,12207806.0,8419068.0,4731808.0,10463,9280,6400,3597,755
2021-01-07,AR,AR,Argentina,13722.0,160.0,1731824.0,47453.0,42092.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.122222,12.755556,32.383333,0.0,39.691672,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0009366534581587475,13764384.0,12207806.0,8419068.0,4731808.0,12892,11434,7885,4432,931
2021-01-08,AR,AR,Argentina,13932.0,162.0,1745756.0,47615.0,54090.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.833333,16.5,33.076389,3.265714,57.254261,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.001203639303235927,13764384.0,12207806.0,8419068.0,4731808.0,16567,14693,10133,5695,1196
2021-01-09,AR,AR,Argentina,9959.0,158.0,1755715.0,47773.0,58552.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.728395,13.185185,29.364198,13.687778,61.715447,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0013029300884279905,13764384.0,12207806.0,8419068.0,4731808.0,17934,15905,10969,6165,1295
2021-01-10,AR,AR,Argentina,5174.0,165.0,1760889.0,47938.0,59043.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.895062,17.160494,32.462963,0.0,62.971625,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0013138560802543695,13764384.0,12207806.0,8419068.0,4731808.0,18084,16039,11061,6216,1306
2021-01-11,AR,AR,Argentina,13076.0,170.0,1773965.0,48108.0,67496.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.822222,16.9,32.977778,17.3736,69.595456,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0015019567093956766,13764384.0,12207806.0,8419068.0,4731808.0,20673,18335,12645,7106,1492
2021-01-12,AR,AR,Argentina,12787.0,172.0,1786752.0,48280.0,75681.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.866667,13.45,27.516667,3.0226,54.836353,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.00168409366071729,13764384.0,12207806.0,8419068.0,4731808.0,23180,20559,14178,7968,1674
2021-01-13,AR,AR,Argentina,13374.0,155.0,1800126.0,48435.0,82837.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.622222,15.288889,28.655556,0.056444,60.0651,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.001843332759514781,13764384.0,12207806.0,8419068.0,4731808.0,25372,22503,15519,8722,1832
2021-01-14,AR,AR,Argentina,12131.0,149.0,1812257.0,48584.0,89912.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.244444,18.45,30.066667,0.7874,60.988179,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.002000769403448857,13764384.0,12207806.0,8419068.0,4731808.0,27539,24425,16844,9467,1988
2021-01-15,AR,AR,Argentina,11384.0,191.0,1823641.0,48775.0,97355.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.135802,18.067901,31.098765,18.683111,71.572632,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.002166394978120423,13764384.0,12207806.0,8419068.0,4731808.0,29819,26446,18239,10250,2153
2021-01-16,AR,AR,Argentina,8426.0,174.0,1832067.0,48949.0,99874.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.777778,15.716667,28.572222,17.145,69.108272,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0022224490991197077,13764384.0,12207806.0,8419068.0,4731808.0,30590,27131,18710,10516,2209
2021-01-17,AR,AR,Argentina,4951.0,180.0,1837018.0,49129.0,100339.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.011111,10.211111,27.533333,1.1176,47.820175,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.00223279652518746,13764384.0,12207806.0,8419068.0,4731808.0,30733,27257,18798,10565,2219
2021-01-18,AR,AR,Argentina,12019.0,186.0,1849037.0,49315.0,104504.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.666667,13.024691,30.62963,0.0,47.555531,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0023254783092136687,13764384.0,12207806.0,8419068.0,4731808.0,32008,28388,19578,11003,2311
2021-01-19,AR,AR,Argentina,12038.0,170.0,1861075.0,49485.0,110155.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.922222,14.522222,31.35,0.0,46.973155,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.002451227351598328,13764384.0,12207806.0,8419068.0,4731808.0,33739,29924,20637,11598,2436
2021-01-20,AR,AR,Argentina,11380.0,194.0,1872455.0,49679.0,118646.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.246914,15.283951,32.092593,0.0,50.731499,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0026401735768483976,13764384.0,12207806.0,8419068.0,4731808.0,36340,32230,22227,12492,2624
2021-01-21,AR,AR,Argentina,10402.0,219.0,1882857.0,49898.0,124635.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.729167,16.152778,32.520833,0.0,48.963586,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0027734439740952077,13764384.0,12207806.0,8419068.0,4731808.0,38174,33857,23349,13123,2756
2021-01-22,AR,AR,Argentina,9964.0,184.0,1892821.0,50082.0,128560.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.083333,16.811111,33.344444,0.0,53.422138,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.002860785151118706,13764384.0,12207806.0,8419068.0,4731808.0,39376,34923,24085,13536,2843
2021-01-23,AR,AR,Argentina,6677.0,176.0,1899498.0,50258.0,130257.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,28.388889,19.5,34.234568,0.0,54.38086,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0028985476931337063,13764384.0,12207806.0,8419068.0,4731808.0,39896,35384,24403,13715,2881
2021-01-24,AR,AR,Argentina,3770.0,192.0,1903268.0,50450.0,130385.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.993827,20.697531,34.574074,0.889,57.949113,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0029013960168684854,13764384.0,12207806.0,8419068.0,4731808.0,39935,35419,24427,13728,2884
2021-01-25,AR,AR,Argentina,10045.0,184.0,1913313.0,50634.0,136432.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,28.127778,20.022222,35.088889,0.508,59.380323,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0030359570608076173,13764384.0,12207806.0,8419068.0,4731808.0,41788,37062,25559,14365,3017
2021-01-26,AR,AR,Argentina,10304.0,191.0,1923617.0,50825.0,141966.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.266667,19.977778,35.022222,4.953,64.937587,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.003159102557278455,13764384.0,12207806.0,8419068.0,4731808.0,43483,38565,26596,14948,3140
2021-01-27,AR,AR,Argentina,9888.0,189.0,1933505.0,51014.0,146224.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.822222,18.116667,32.888889,0.056444,55.90692,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0032538538265182142,13764384.0,12207806.0,8419068.0,4731808.0,44787,39722,27394,15396,3234
2021-01-28,AR,AR,Argentina,9265.0,168.0,1942770.0,51182.0,153122.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.805556,17.911111,33.111111,15.3162,65.169881,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0034073517727877915,13764384.0,12207806.0,8419068.0,4731808.0,46900,41596,28686,16122,3387
2021-01-29,AR,AR,Argentina,8722.0,152.0,1951492.0,51334.0,163197.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.172222,15.266667,29.833333,33.8582,70.82816,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.003631546004255752,13764384.0,12207806.0,8419068.0,4731808.0,49985,44333,30574,17183,3609
2021-01-30,AR,AR,Argentina,6385.0,167.0,1957877.0,51501.0,167354.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.530864,15.549383,29.296296,29.774444,82.897596,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0037240497680485368,13764384.0,12207806.0,8419068.0,4731808.0,51259,45462,31353,17621,3701
2021-01-31,AR,AR,Argentina,3915.0,148.0,1961792.0,51649.0,167611.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,16.611111,13.839506,21.932099,4.430889,83.7624,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.003729768668047273,13764384.0,12207806.0,8419068.0,4731808.0,51337,45532,31401,17648,3707
2021-02-01,AR,AR,Argentina,8937.0,161.0,1970729.0,51810.0,176063.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,17.512346,13.691358,21.271605,12.220222,82.621228,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0039178470446594015,13764384.0,12207806.0,8419068.0,4731808.0,53926,47828,32984,18538,3894
2021-02-02,AR,AR,Argentina,9149.0,161.0,1979878.0,51971.0,186296.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,18.533333,14.35,23.088889,7.2898,80.686225,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.00414555717573748,13764384.0,12207806.0,8419068.0,4731808.0,57061,50608,34901,19615,4120
2021-02-03,AR,AR,Argentina,8659.0,154.0,1988537.0,52125.0,197780.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.5,12.537037,26.117284,0.733778,66.220752,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.004401105220817187,13764384.0,12207806.0,8419068.0,4731808.0,60578,53727,37053,20825,4374
2021-02-04,AR,AR,Argentina,8113.0,165.0,1996650.0,52290.0,209559.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.233333,12.188889,28.416667,0.7366,57.056738,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0046632177620043935,13764384.0,12207806.0,8419068.0,4731808.0,64186,56927,39259,22065,4635
2021-02-05,AR,AR,Argentina,7688.0,166.0,2004338.0,52456.0,223224.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.166667,12.845679,29.45679,0.0,58.852108,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.0049672985732212354,13764384.0,12207806.0,8419068.0,4731808.0,68371,60639,41820,23504,4937
2021-02-06,AR,AR,Argentina,5120.0,147.0,2009458.0,52603.0,227709.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.518519,15.185185,30.814815,0.0,58.008656,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.005067101166584391,13764384.0,12207806.0,8419068.0,4731808.0,69745,61858,42660,23976,5036
2021-02-07,AR,AR,Argentina,2910.0,158.0,2012368.0,52761.0,228279.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.753086,16.382716,31.641975,0.0,55.237728,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.005079785108215829,13764384.0,12207806.0,8419068.0,4731808.0,69920,62013,42767,24036,5049
2021-02-08,AR,AR,Argentina,7383.0,120.0,2019751.0,52881.0,238001.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.25,15.327778,30.061111,1.1684,83.417133,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.005296124196883969,13764384.0,12207806.0,8419068.0,4731808.0,72897,64654,44588,25060,5264
2021-02-09,AR,AR,Argentina,7761.0,138.0,2027512.0,53019.0,246347.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.135802,14.395062,22.777778,6.999111,79.983422,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.005481843805403235,13764384.0,12207806.0,8419068.0,4731808.0,75454,66921,46152,25939,5449
2021-02-10,AR,AR,Argentina,7122.0,156.0,2034634.0,53175.0,252792.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,16.513889,14.604167,23.0625,0.0,88.329804,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.005625261355955195,13764384.0,12207806.0,8419068.0,4731808.0,77428,68672,47359,26617,5591
2021-02-11,AR,AR,Argentina,7167.0,125.0,2041801.0,53300.0,260187.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,8.654321,4.555556,17.833333,0.0,23.602778,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.005789818809226219,13764384.0,12207806.0,8419068.0,4731808.0,79693,70680,48744,27396,5755
2021-02-12,AR,AR,Argentina,7184.0,122.0,2048985.0,53422.0,266804.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,8.654321,4.555556,17.833333,0.0,23.602778,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.005937063794796789,13764384.0,12207806.0,8419068.0,4731808.0,81720,72478,49984,28093,5901
2021-02-13,AR,AR,Argentina,4902.0,148.0,2053887.0,53570.0,268110.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.759259,14.716049,28.790123,0.435429,65.746521,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.005966125597903206,13764384.0,12207806.0,8419068.0,4731808.0,82120,72833,50229,28230,5930
2021-02-14,AR,AR,Argentina,2716.0,126.0,2056603.0,53696.0,268175.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.372222,15.088889,31.244444,6.0452,60.954871,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,0.0,0.0,0.005967572012299774,13764384.0,12207806.0,8419068.0,4731808.0,82139,72850,50241,28237,5931
